country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Central African Republic,103.0402303,103.0465851,103.0523151,103.0489496,103.0412376,103.0464555,103.0421193,103.0439509,103.0436677,103.0299195,103.036686,103.0362218,103.0233822,102.9996427,102.9936403,102.9952742,102.9865157,102.9695792,102.9691628,102.9633755,102.9438106,102.9409289,102.9092058,102.8970968,102.8863522,102.8668692,102.88728,102.8916,102.902193,102.9352633,102.9661632,102.9972804,103.0333613,103.049824,103.0760104,103.096796,103.1142828,103.1214808,103.1664173,103.1608276,103.1635241,103.1435883,103.125462,103.1127963,103.105553,103.0972356,103.0942194,103.081386,103.0759633,103.0861011,103.0832766,103.0699822,103.0769027,103.070275,103.0751718,103.0713431,103.0713842,103.0687223,103.0706575,103.0685475,103.0707742,103.0821567,103.0734923,103.0741819,103.0685911,103.0585376
Chad,103.5901803,103.6044986,103.5975137,103.5918412,103.5889664,103.5993238,103.5997308,103.5988208,103.6047119,103.5790053,103.5852266,103.5902456,103.585861,103.5823083,103.5653167,103.5618344,103.5499022,103.5353154,103.5319371,103.517554,103.5012615,103.4919677,103.479148,103.457758,103.4573168,103.4465921,103.4376035,103.4084562,103.3957986,103.3717234,103.3800502,103.3774127,103.3794693,103.3728608,103.388371,103.4015073,103.4126567,103.4254707,103.452411,103.4676608,103.5309329,103.5887684,103.6736049,103.7690433,103.8040583,103.7882953,103.765113,103.724054,103.7403913,103.736171,103.7240011,103.7384939,103.7822953,103.8297705,103.9057869,104.0071493,104.0741784,104.1049572,104.0638572,104.0732839,104.0567807,104.0493132,104.0393436,104.0186136,104.009746,104.0137352
Channel Islands,105.400362,105.3835503,105.3582015,105.3376187,105.3167074,105.2800709,105.2648119,105.2271453,105.1906551,105.1541261,105.1079916,105.0644067,105.0631255,105.1154355,105.1065518,105.127921,105.142156,105.1966733,105.2792721,105.3190226,105.3791008,105.4097231,105.4433908,105.4570898,105.4350009,105.4322284,105.4226466,105.4408144,105.4624316,105.4852146,105.5148944,105.5272226,105.5728233,105.6150772,105.6236209,105.6476791,105.6468077,105.6757204,105.7052083,105.7178336,105.7291631,105.7446566,105.7428291,105.7155376,105.6852741,105.671556,105.6510589,105.6499323,105.6285802,105.6112598,105.6009427,105.5951831,105.597595,105.5708772,105.5831458,105.5660438,105.5616826,105.5597839,105.5731039,105.5536504,105.5549787,105.5405974,105.5471924,105.5403869,105.5517754,105.5433637
Chile,103.1897344,103.3259321,103.2697494,102.9424626,102.7109152,102.9383014,103.1471517,103.6579924,103.6414114,103.4999219,103.4199966,103.3311744,103.4987129,103.4607338,103.4763056,103.7187267,103.9096773,103.92344,103.6495344,103.6715003,103.8712288,104.1179519,104.4313364,104.7208817,104.3477368,104.5288425,104.3846761,104.3925356,104.1413918,104.2869602,104.280133,104.2461484,104.3775953,104.1555006,104.3930852,104.3172597,104.5350631,104.865413,104.9286804,105.0696625,105.1978614,104.9674778,104.805965,104.788083,104.6011211,104.7267397,104.9345395,104.9869416,104.6283579,104.6182303,104.4748263,104.2080861,104.3220797,104.4989643,104.4696368,104.8214134,104.5826196,104.4764036,104.3072715,104.1894563,104.124878,104.3080804,104.0988938,104.1457835,104.2619286,104.2827085
China,106.2860687,106.2740324,106.2801745,106.2843447,106.2797184,106.2962007,106.2938584,106.2844594,106.2879761,106.3071593,106.3118473,106.3356918,106.3297859,106.3405742,106.3596437,106.3733008,106.3922315,106.4163598,106.4336278,106.4633233,106.50012,106.5341246,106.5777475,106.6394993,106.687244,106.738363,106.8463245,106.9591534,107.0585212,107.1878836,107.3384713,107.5519003,107.812732,108.1396722,108.5402102,109.0082001,109.5208446,110.0884114,110.6877329,111.2667171,111.8736613,112.495811,113.1384576,113.7511517,114.3487157,114.9148197,115.4698182,115.9650343,116.4042448,116.7755951,117.1037622,117.3657324,117.5955002,117.7746128,117.879122,117.9404832,117.9367492,117.8763509,117.7800651,117.621911,117.4101379,117.1375499,116.7927861,116.4123916,115.9697384,115.4654479
Colombia,104.5755837,104.575432,104.5851619,104.6001034,104.5978175,104.6104997,104.6079191,104.619656,104.6444689,104.6665601,104.6714254,104.6956015,104.7350612,104.7776931,104.8345047,104.8857804,104.9364801,104.9313726,104.906148,104.8759212,104.8567479,104.822985,104.7736125,104.779718,104.7784338,104.7965788,104.7798195,104.7409421,104.6920435,104.6496265,104.5685151,104.5542632,104.5427144,104.5119826,104.487758,104.4874652,104.4463988,104.3946811,104.3616908,104.3843434,104.4087426,104.3556595,104.2986648,104.2972965,104.3295923,104.3605823,104.4278547,104.4839701,104.526854,104.5740668,104.6398412,104.7054733,104.7363296,104.7840537,104.747958,104.7129362,104.7009002,104.645586,104.6567446,104.6156357,104.5864407,104.5544925,104.5162583,104.5203885,104.5514045,104.5470097
Comoros,103.0800363,103.0893143,103.0955238,103.0987249,103.0921184,103.0814955,103.0893904,103.0806317,103.0645999,103.069246,103.0581544,103.0432391,103.0454637,103.0408206,103.0308367,103.0108884,102.9936159,102.992328,102.9694502,102.9761746,102.9384847,102.8973771,102.8790977,102.8411664,102.8048029,102.7557869,102.7176766,102.775012,102.8268602,102.859616,102.8934567,102.9239146,102.9707644,103.0047939,103.0290785,103.0467374,103.0719956,103.0794787,103.0921387,103.0979236,103.1582427,103.2112303,103.2676665,103.321098,103.3865174,103.4328523,103.4633014,103.5129311,103.5612264,103.5205747,103.4951737,103.4583591,103.4374199,103.4174758,103.3431047,103.288659,103.2365111,103.2089237,103.2003694,103.1995998,103.1910989,103.1868599,103.1850003,103.1685379,103.177064,103.164561
Congo,102.6559233,102.6497858,102.6513202,102.6555749,102.659444,102.6480712,102.6585272,102.6457372,102.6399817,102.6617094,102.6619569,102.6555286,102.6654429,102.6549078,102.6542667,102.6558231,102.6485704,102.6301144,102.6122551,102.6106011,102.6036166,102.6046924,102.6023223,102.6015865,102.5911221,102.5859521,102.566699,102.5628247,102.5590614,102.5511209,102.5473942,102.5493338,102.5278918,102.5236571,102.5384168,102.5279255,102.5066116,102.5004702,102.4864344,102.4787805,102.4638904,102.4519062,102.4637807,102.4560433,102.4454376,102.4549618,102.4661789,102.4732654,102.5004206,102.5136758,102.514518,102.5133817,102.5467185,102.5516792,102.5179589,102.5039388,102.4633525,102.4576897,102.4501759,102.4485089,102.4804284,102.4931964,102.4960234,102.5021491,102.4929698,102.5043117
Cook Islands,105.9580088,105.9192589,105.8985446,105.8876302,105.8769434,105.842299,105.8214701,105.7809864,105.7563692,105.7477073,105.7403686,105.7554819,105.7506521,105.7538873,105.7595354,105.7604811,105.74647,105.7461421,105.760153,105.7724748,105.7703572,105.7792692,105.7818337,105.8064381,105.7958001,105.7982506,105.8063245,105.798859,105.8155814,105.8103081,105.810061,105.8141867,105.8071249,105.8156598,105.8438587,105.8686501,105.916777,105.9310314,105.9426321,105.9609645,105.9587775,105.966925,105.9818308,105.9800092,105.9805355,105.9777312,105.9927741,105.9998877,106.0195145,106.0191161,106.0167036,106.0320177,106.0306544,106.0520943,106.0743306,106.0864214,106.1034672,106.0906607,106.0775745,106.075557,106.0725277,106.0579391,106.0412455,106.0558678,106.0331116,106.0319221
Costa Rica,104.6008018,104.592657,104.5848342,104.5937319,104.5811082,104.5727761,104.5616455,104.5738498,104.6022957,104.6092963,104.6350363,104.6475194,104.6703183,104.69334,104.7019462,104.7222949,104.7372224,104.7394236,104.7389758,104.6645282,104.699157,104.7259024,105.0276809,105.0424706,105.0758542,105.1217201,105.0702136,105.1158859,105.1587514,105.1971959,105.2381336,105.301561,105.3568974,105.3977572,105.4875469,105.5115547,105.5539954,105.5899632,105.6390693,105.5635277,105.6073197,105.5110807,105.3741877,105.2441543,105.1292878,105.0828502,105.0118648,104.9636715,105.0355174,105.1223437,105.0881216,105.1563689,105.1871571,104.882186,104.7095394,104.721173,104.6446964,104.710988,104.7416745,104.6897416,104.7084732,104.6404748,104.4758588,104.5332103,104.5122802,104.460494
Cote d'Ivoire,103.0272374,103.0450125,103.048715,103.0373031,103.0346812,103.0382774,103.0297059,103.0357421,103.0380817,103.0369805,103.0431661,103.0495119,103.0562043,103.045996,103.0580802,103.0569654,103.0515037,103.0395383,103.0225832,102.9993165,102.9739374,102.9466963,102.9254584,102.8752453,102.8259171,102.7678439,102.7196999,102.6801949,102.7163594,102.7642708,102.8106308,102.816121,102.8136174,102.8035829,102.7982837,102.822771,102.8460146,102.8679952,102.8957591,102.9543051,103.0141931,103.0392771,103.0336766,102.9944543,102.9453038,102.9267395,102.9109417,102.9331691,102.967691,102.9821648,103.0216477,103.0689235,103.1274404,103.1790914,103.2266074,103.2826895,103.2971939,103.2840579,103.2191683,103.1606745,103.1322752,103.1125102,103.1081134,103.0691411,103.0489104,103.0212884
Croatia,106.0261277,106.037271,106.0294363,106.041172,106.0290408,106.0215946,106.0253462,106.0242517,106.0313696,106.0351778,106.034963,106.0418546,106.0454753,106.0444055,106.0339936,106.048804,106.0606769,106.0427257,106.0513166,106.0525573,106.0585986,106.0576442,106.0657043,106.0757868,106.0919473,106.0894852,106.1052536,106.1217156,106.134647,106.1272253,106.14581,106.1669748,106.1994212,106.2210253,106.247025,106.2781779,106.3081703,106.351636,106.3869179,106.2996473,106.2893006,106.2864911,106.2743685,106.1638715,105.8612563,105.879843,106.0098486,105.8294575,105.7629248,105.8133245,105.8760627,105.8322806,105.8645319,105.9471811,106.0589669,105.9824986,106.079216,105.9640563,106.0022562,106.0970962,106.2981132,106.3752539,106.5496563,106.5245837,106.2928236,106.0871932
Cuba,106.3450582,106.3435513,106.3305625,106.318583,106.3095662,106.2917063,106.2743154,106.2808716,106.2424348,106.1701991,106.070161,105.9694374,105.8681249,105.7985694,105.7540449,105.7350668,105.7425395,105.7667557,105.7888417,105.8286238,105.864088,105.8899874,105.9002437,105.8731938,105.7526108,105.8296073,105.9811745,106.0761075,106.1472291,106.2013051,106.2487897,106.2944049,106.3698169,106.4860416,106.5285953,106.6742483,106.9781287,107.4941501,108.0077828,108.3276543,108.5643527,108.8569958,109.2303297,109.5419757,109.9261892,110.6736539,110.8112769,110.0133465,109.2879847,108.5814121,107.9814189,107.3684458,107.0469514,106.886017,106.8107027,106.7416076,106.725305,106.7054238,106.714199,106.697589,106.6617937,106.7414932,106.9357102,107.1157903,107.1957666,107.3540528
Curacao,104.504474,104.4855359,104.4948181,104.4984961,104.497456,104.4864421,104.492107,104.4809146,104.4860772,104.4938569,104.495416,104.477886,104.4845949,104.4894281,104.4918363,104.4861403,104.4872358,104.4796229,104.4939346,104.4881284,104.479959,104.4946915,104.5001478,104.5008438,104.5088051,104.5080499,104.5045112,104.51752,104.5044002,104.500514,104.5058783,104.5108404,104.5190682,104.507207,104.5196381,104.518312,104.5268076,104.5240738,104.5307848,104.5261336,104.5311245,104.5444461,104.5526193,104.5771324,104.5949257,104.598916,104.6133496,104.6304984,104.6354408,104.6605883,104.6655509,104.6845706,104.6931223,104.6912541,104.7441371,104.7437309,104.7565649,104.766476,104.8236401,104.8303956,104.7712091,104.7089963,104.6952074,104.6279646,104.5999962,104.5689462
Cyprus,106.0725133,106.0568484,106.0033086,105.8924156,105.8793921,105.9649582,106.0339248,106.1669428,106.3689352,106.6423623,106.7237731,106.7550285,106.7691861,106.9217177,107.070876,107.2873663,107.4904361,107.6167259,107.3898931,107.2522258,107.1133606,107.0101657,106.9681768,106.9145986,106.9110153,106.9316068,107.0279288,107.1513408,107.1126588,107.2476596,107.4098055,107.4391498,107.4291109,107.4060922,107.4666898,107.4996761,107.3976785,107.2745207,107.2606425,107.2873784,107.2053716,107.1243287,107.0660759,107.0105535,106.9565982,106.9057394,106.8544331,106.8090686,106.7848026,106.7467717,106.7224064,106.6932346,106.6617973,106.6407188,106.6103231,106.5849946,106.5726556,106.5629992,106.5470093,106.5322686,106.5396253,106.5283034,106.5406841,106.5158267,106.5124815,106.4894002
Czechia,106.8830008,106.7406954,106.6394386,106.4157353,106.2240279,106.2111192,105.9888412,106.1298266,106.0012343,106.0997055,106.0941283,105.9108527,105.7746921,105.8070125,106.0296385,106.0240482,105.9196635,105.8899026,105.7608272,105.8123449,105.5411496,105.6283979,105.8333437,106.0465559,105.6829188,105.2686975,105.307587,105.4031593,105.5481719,105.7068265,105.8690816,105.5725551,105.4413972,105.5615549,105.4640367,105.4205534,105.4887964,105.4284718,105.1986991,105.2238007,105.46057,105.7539068,105.8137555,105.6811832,105.6481145,105.6811861,105.6753268,105.7200006,105.789425,105.7991754,106.0611299,105.9245027,105.8525196,105.7770085,105.7509819,105.6247466,105.5764056,105.1439599,105.1086109,104.99681,105.2288634,105.2355864,105.1527079,105.2252261,105.35013,105.386719
Democratic Republic of Congo,102.5882935,102.5866869,102.595325,102.5853657,102.5892713,102.5892162,102.6007569,102.6107058,102.6024729,102.6164987,102.6116232,102.6169597,102.6277107,102.6186191,102.6298201,102.6222703,102.6275036,102.6389738,102.6441083,102.6478827,102.6319093,102.6175208,102.6400581,102.6474216,102.6379206,102.6504969,102.6414572,102.6492099,102.6633908,102.6560281,102.6555937,102.6516189,102.662475,102.6615808,102.6761239,102.6789273,102.6825813,102.6952515,102.7047126,102.72042,102.7327432,102.7609176,102.769865,102.762193,102.7602698,102.7775923,102.7635108,102.7505405,102.6761834,102.5909308,102.5057833,102.4020855,102.2987428,102.1936799,102.1574696,102.0960394,102.0321589,101.9838699,101.903104,101.8791152,101.8979905,101.9391231,101.9774484,102.0263501,102.0670778,102.1211646
Denmark,106.1361704,106.3759969,106.4198957,106.5165912,106.4217886,106.4450915,106.3267587,106.2177391,106.0061037,105.7561044,105.5347889,105.4562163,105.4802031,105.6314895,105.8720781,105.906978,105.9230982,105.9695895,106.1674892,106.2263828,106.0731917,106.0108396,105.701577,105.5621498,105.4601816,105.434737,105.6878124,105.6514189,105.5723491,105.4682908,105.3199153,105.2227182,105.281367,105.2598661,105.3339022,105.3961266,105.6380312,105.8624864,105.8343846,105.7127654,105.678347,105.5901646,105.5846946,105.5453342,105.4884894,105.6079937,105.6522204,105.6094046,105.5562905,105.3865608,105.3494945,105.2937705,105.365557,105.2991905,105.1765487,105.1381518,105.2871274,105.3189284,105.4420521,105.3278441,105.1606648,105.0531389,105.2504262,105.3155716,105.4855478,105.5584943
Djibouti,103.7157634,103.7007033,103.7184172,103.7137797,103.7093871,103.7057056,103.7117356,103.6899136,103.7063616,103.6925821,103.7002013,103.7176876,103.7157494,103.725629,103.7291599,103.7343644,103.7180601,103.7232009,103.7300419,103.7287361,103.7327224,103.7430039,103.748098,103.7632054,103.7713739,103.7795142,103.8019804,103.8101027,103.8226038,103.8232699,103.8345901,103.8398135,103.8479319,103.8899979,103.894242,103.9138196,103.9418464,103.9547573,103.953458,103.963988,103.9512863,103.9479866,103.9629114,103.9910928,104.0094851,104.0456129,104.0605859,104.0281055,103.9879418,103.9497003,103.9375672,103.9177098,103.9148357,103.9108277,103.9022045,103.8787306,103.8841134,103.8694626,103.8494975,103.850075,103.829226,103.8276726,103.8225594,103.8073334,103.8214811,103.8159038
Dominica,103.0877257,103.1052503,103.1114749,103.1084848,103.1146392,103.1037227,103.1017459,103.097286,103.0997261,103.084794,103.1008334,103.0928877,103.096478,103.0808356,103.0805315,103.076066,103.0555265,103.0498332,103.0147941,103.0219903,103.0118422,103.0057611,103.0005972,102.9896955,102.9669648,102.9714308,102.9527481,102.9321869,102.9127114,102.9014957,102.8681506,102.8385584,102.8005061,102.7636038,102.7310439,102.7016208,102.6431496,102.632658,102.6560718,102.6995246,102.7275716,102.752524,102.7605229,102.7872847,102.8060027,102.8178538,102.7978219,102.8082738,102.8097161,102.7918867,102.7603761,102.7405353,102.7081355,102.7733717,102.8126242,102.8174109,102.8089575,102.8362362,102.8572476,102.8843667,102.9098512,102.9286525,102.948845,102.9585935,102.9751762,102.9849054
Dominican Republic,104.212776,104.2020622,104.1964448,104.1758473,104.1661483,104.1441692,104.1122283,104.1103979,104.0854851,104.0752105,104.0389224,104.0030119,104.002147,103.9995052,103.9970177,103.9760501,103.9560387,103.9528426,103.9300459,103.9226522,103.9072395,103.9617869,103.9902959,104.0255668,104.019952,104.053406,104.0717213,104.1194287,104.1645225,104.2094334,104.217073,104.2235773,104.1867107,104.150337,104.1021403,104.1007218,104.14288,104.1724279,104.2166268,104.2359708,104.2563473,104.3391367,104.4109069,104.5266207,104.6572365,104.7287757,104.8094094,104.8344672,104.8477173,104.8452314,104.8724889,104.8669795,104.8885299,104.9199974,104.956785,104.9540717,104.9594153,104.9585289,104.9223055,104.8730704,104.8375885,104.7774521,104.7213872,104.6635617,104.621145,104.5860903
Ecuador,104.5528179,104.5619293,104.5711605,104.5698377,104.5734075,104.5900946,104.5799082,104.5891243,104.5949644,104.5902468,104.578245,104.5608855,104.5588195,104.5413397,104.5202577,104.5231714,104.5315562,104.5404514,104.5452979,104.5405752,104.5067703,104.4726874,104.4559808,104.4211625,104.3847913,104.3874816,104.3934674,104.3962112,104.3955577,104.4354579,104.450744,104.4770872,104.5119631,104.5842145,104.6635259,104.7474408,104.7675144,104.7626304,104.7784336,104.8217846,104.8490625,104.8693283,104.852623,104.8412391,104.8696761,104.8698295,104.9039556,104.9480395,104.9449614,104.932891,104.9333628,104.9583945,104.920133,104.9059716,104.8696987,104.8442401,104.8148999,104.7808151,104.7624364,104.7416573,104.7193445,104.7027387,104.6853121,104.6823625,104.672642,104.658627
Egypt,105.8137029,105.8356058,105.8470836,105.8745906,105.9023223,105.9328501,105.9446608,105.9817306,106.0259552,106.0583581,106.1033505,106.1456696,106.1876347,106.2373414,106.3187818,106.3726347,106.4274877,106.5034086,106.6000088,106.6865008,106.7358257,106.7529782,106.6544681,106.5107277,106.4701056,106.554752,106.6724752,106.7026923,106.4720403,106.2939061,106.2449975,106.1187957,106.0547311,106.0020602,105.8800463,105.4580823,105.3456767,105.5780627,105.9585841,106.2988859,106.7258737,107.203016,107.5237195,107.6307126,107.1950781,106.9531825,106.6095394,106.2975144,106.1825594,106.0363719,105.9315533,105.6307547,105.2021765,104.7678548,104.6856782,104.8453318,105.0968338,105.3006584,105.4954754,105.6389944,105.5062061,105.3731835,105.1955147,105.1389651,105.2140797,105.2795755
El Salvador,104.797287,104.7744523,104.7458564,104.7375832,104.713855,104.6820432,104.6491747,104.6094792,104.5707582,104.5184702,104.4837008,104.423146,104.3688092,104.3063988,104.2274841,104.1491417,104.0622697,103.9678321,103.8644732,103.7589392,103.6380752,103.5369023,103.3554421,103.2687696,103.3072494,103.3360914,103.4228998,103.5329818,103.6627329,103.6982373,103.7203564,103.7312062,103.7777356,103.7886636,103.8550751,103.8729863,103.8999798,103.8610517,103.9817479,103.9906881,103.8654564,103.6497494,103.6401218,104.1212355,104.4219185,104.7160667,105.0473605,105.4942432,105.8584223,106.0802884,106.27476,106.4671134,106.7799355,107.1204398,107.1955286,107.528205,107.9735008,108.1702664,108.1265187,108.5501913,108.1408957,107.8764537,107.5268119,107.1976007,106.8783761,106.7623255
Equatorial Guinea,103.1256845,103.1182752,103.1095708,103.1146058,103.1009625,103.0932793,103.0951807,103.0819772,103.0894907,103.0862005,103.0774998,103.0862164,103.0928328,103.0825209,103.0828696,103.0996854,103.0942284,103.0826788,103.1029902,103.1018228,103.0984716,103.0984822,103.1078143,103.095025,103.095928,103.0930237,103.1021352,103.1017126,103.1125907,103.0947715,103.090055,103.0979775,103.0969522,103.0918487,103.0973044,103.0902653,103.0883035,103.0868213,103.0923744,103.107155,103.1052992,103.109334,103.1037354,103.1136803,103.1257824,103.1189118,103.1131735,103.108111,103.1020283,103.1028865,103.1079922,103.1258501,103.1317866,103.1087104,103.121166,103.1214558,103.1374822,103.1108065,103.1068416,103.1113178,103.1069735,103.1095324,103.1255333,103.1125581,103.1078428,103.109082
Eritrea,103.1162968,103.1196545,103.1150035,103.1029902,103.0982737,103.0933203,103.0980947,103.1012865,103.1122251,103.112748,103.1118421,103.1134943,103.1175211,103.106812,103.1111858,103.0979721,103.1126763,103.0957827,103.0974051,103.0951993,103.0996199,103.092617,103.0944428,103.0899734,103.0966358,103.0975625,103.1034295,103.1127167,103.0975806,103.0966169,103.1091294,103.1154781,103.1110452,103.1115639,103.1025417,103.1154534,103.1086714,103.1103814,103.1073054,103.0964043,103.0898423,103.0817219,103.0955599,103.0934673,103.1017551,103.1123584,103.1143993,103.0977065,103.1028369,103.0965498,103.0879062,103.0964957,103.0924241,103.099698,103.1061785,103.0842347,103.0968045,103.0988625,103.0957608,103.1058194,103.1110655,103.118473,103.1158116,103.1164864,103.1172735,103.1183897
Estonia,106.0138887,106.0338985,106.0435564,106.0454027,106.0713102,106.1060317,106.1232702,106.1469228,106.1821892,106.2152736,106.2085018,106.1788482,106.3429502,106.3181408,106.2391022,106.0145968,105.8870229,105.7277976,105.7381983,105.7131934,105.6665651,105.7655336,105.7713017,105.7906524,105.7539901,105.8613422,105.7567179,105.7722672,105.7392079,105.7892355,105.7529025,105.7085733,105.6090008,105.5193805,105.4183882,105.4664379,105.602145,105.7357622,105.7034549,105.8340919,105.8734024,105.9057682,105.9588422,106.0422226,105.999082,106.0470963,106.1159624,106.1902123,106.1979795,106.1916621,106.2323042,106.1336981,105.9908637,105.9633837,106.0466006,106.1727938,106.1606751,106.0215314,105.9086188,105.767813,105.7409797,105.6758111,105.5877555,105.5500721,105.5653859,105.6328167
Eswatini,102.7403166,102.7345181,102.731756,102.7404714,102.7432196,102.7495549,102.7521793,102.7489183,102.7364803,102.724236,102.725497,102.7268233,102.7210457,102.7308972,102.7412807,102.737656,102.7406122,102.7413054,102.7284713,102.741308,102.7435222,102.7449328,102.7533454,102.7508996,102.7496251,102.7636859,102.7438988,102.7510966,102.7497808,102.7386871,102.7465082,102.7343438,102.741516,102.7410624,102.7453056,102.7451645,102.7379116,102.7274579,102.7022586,102.7016586,102.6902788,102.6825907,102.6599104,102.6608437,102.6540431,102.6221861,102.5857387,102.5627752,102.5563994,102.5429382,102.549237,102.543547,102.5345376,102.556467,102.5725743,102.6073466,102.6293828,102.6433432,102.6065946,102.5492862,102.5714566,102.5900923,102.5983988,102.6072175,102.6409141,102.6398046
Ethiopia,105.3070968,105.322505,105.3131675,105.3192319,105.3245527,105.3417711,105.3201056,105.3347658,105.3304148,105.3570401,105.3748133,105.3769266,105.3920205,105.3895335,105.405466,105.4168877,105.4338578,105.4484357,105.4581119,105.4864998,105.526712,105.5596878,105.5788842,105.6089154,105.6502011,105.6988623,105.7468791,105.8051914,105.8581095,105.9185097,105.9931547,106.065793,106.1659311,106.2025278,106.258505,106.319463,106.2891795,106.2705519,106.2504602,106.1339355,106.072492,106.0152894,105.9527857,105.9005682,105.8412443,105.8080759,105.7548653,105.7143659,105.6959808,105.6816238,105.6390227,105.6127222,105.6674928,105.7101031,105.7869053,105.8982108,105.928649,105.9385009,105.921503,105.8883202,105.8884069,105.8691699,105.8425289,105.8067226,105.6937039,105.5765392
Fiji,106.5597239,106.5565997,106.4309143,106.3047851,106.2418099,106.2842894,106.3092298,106.3884846,106.475544,106.4888979,106.4911846,106.5820832,106.6892606,106.5547043,106.5144459,106.5034908,106.3903732,106.3780695,106.3262807,106.3599758,106.4841186,106.7040522,106.9348108,106.9670365,107.0446922,107.0137007,106.975161,106.9710171,106.96223,106.9003248,106.750534,106.746967,106.7643639,106.8554464,106.9723015,107.0830537,107.1620168,107.2429192,107.1759676,107.1189937,107.0617783,107.0127788,106.9766957,106.9281367,106.876454,106.8266053,106.7938372,106.7729587,106.790069,106.8855771,107.0152986,106.9776972,106.9904572,107.0834113,107.0471479,106.9482546,106.9114428,106.9233061,107.0476629,107.0277686,106.9913358,106.9790492,106.9582638,106.9317983,106.9193196,106.912869
Finland,105.5061302,105.350008,105.2540508,105.1172798,104.8998184,105.037351,105.0407095,105.0363052,104.8900789,104.8876238,104.8326754,104.7724374,104.8388696,104.8557013,104.8447113,104.7487826,104.639696,104.7809705,104.7835641,104.9095674,104.9141274,104.9761776,105.3150699,105.3830064,105.2015147,105.287855,105.2062354,105.0741028,104.9663859,104.749144,104.8662612,104.8794216,104.9369431,104.7682562,104.649038,104.5851436,104.6503735,104.6607467,104.6232517,104.5666715,104.4824224,104.308741,104.3196097,104.1994771,104.1872549,104.3344869,104.4356119,104.3583502,104.4753493,104.6647945,104.9126028,104.8643511,104.8941035,104.7353733,104.7629547,104.5913632,104.5870906,104.6900494,104.6272102,104.5914665,104.6972905,104.6079339,104.661571,104.8674857,104.9214033,105.026471
France,105.1369692,105.1734504,105.2104697,105.2295325,105.2675369,104.8616296,105.0013156,104.7634201,104.6754967,104.8094397,104.8640835,104.7219313,104.7373948,104.5787798,104.8853089,104.9610151,104.9434062,104.9953528,104.8625738,105.0336503,105.3881521,105.3528715,105.5292147,105.5411826,105.4829015,105.2276785,105.294785,105.436203,105.4223836,105.3861855,105.3547457,105.4346894,105.4012323,105.1976257,105.1178122,105.2316714,105.2060846,105.0571555,105.1258418,104.958295,105.3095893,105.288316,105.3674241,105.1296579,105.0650976,105.000437,105.3747694,105.4116567,105.1600428,105.2857156,105.1856748,104.829931,104.8760735,104.7581464,104.9859552,104.8783554,104.8350145,104.7954231,104.604153,104.693423,104.6241523,104.5978588,104.8828232,104.8507083,104.665883,104.8044996
French Guiana,103.0309637,103.0016713,102.9816066,102.9541297,102.9810183,103.0248442,103.0522357,103.0593652,103.0699368,103.0980225,103.1092492,103.0822468,103.0615126,103.0130163,102.9805605,102.9644942,102.9374787,102.9588037,102.9747921,102.9996903,103.0122407,103.0419445,103.0561186,103.0885336,103.1236811,103.1289044,103.128047,103.1170142,103.1137108,103.0683828,103.0675045,103.0556327,103.0543339,103.0295261,103.006019,102.9915859,103.0726076,103.1403563,103.2136006,103.2717579,103.3339013,103.406368,103.3822014,103.3463795,103.3571479,103.3500285,103.3224566,103.2937237,103.2560921,103.2281081,103.2664435,103.3117711,103.426001,103.5738349,103.710748,103.720619,103.6786565,103.6766751,103.6383482,103.6201425,103.5918967,103.5651251,103.5387436,103.5075883,103.4932306,103.4811513
French Polynesia,105.3193511,105.2912747,105.2626613,105.2480782,105.2203908,105.1804871,105.1473675,105.1027343,105.0666935,105.0221247,104.9040212,104.8275106,104.7243206,104.642899,104.5685223,104.5446973,104.605889,104.6984746,104.7884255,104.860608,104.9244719,104.9904829,105.0269025,105.0726476,105.1096698,105.1501699,105.1831242,105.2201546,105.2527663,105.2821263,105.3181638,105.3283874,105.3392321,105.352325,105.369611,105.3917274,105.4221307,105.4296575,105.4094806,105.4267572,105.447197,105.4424896,105.4454013,105.4520445,105.459141,105.456463,105.4634165,105.4754062,105.4749348,105.4728853,105.4788273,105.4891282,105.4827834,105.4988004,105.4997376,105.5031138,105.4995456,105.4991181,105.517748,105.5073486,105.5236573,105.5254096,105.519615,105.5263024,105.5131768,105.5149186
