country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Gabon,102.1032185,102.1134939,102.0957213,102.1090852,102.1031434,102.1060795,102.0998624,102.1014333,102.1169362,102.1216338,102.093561,102.0961457,102.0979369,102.0965091,102.0901102,102.0686598,102.0752032,102.0653457,102.074957,102.062298,102.0488567,102.0382407,102.0380865,102.0269128,102.0234333,102.0067758,101.9856762,101.9830644,101.9618462,101.9331003,101.926669,101.909498,101.8780517,101.8760469,101.8603668,101.8313049,101.8217493,101.7859772,101.7480992,101.7053907,101.6515872,101.6197427,101.57264,101.5360735,101.5767368,101.6105375,101.6411992,101.6440821,101.6366981,101.6360264,101.6259494,101.6414598,101.6671823,101.6703484,101.6700928,101.6685419,101.6551586,101.7397166,101.7964688,101.8585707,101.9181443,101.9298491,101.9475247,101.9584855,101.9647112,101.9671955
Gambia,103.1211703,103.1277907,103.1114776,103.1159552,103.1255743,103.1291637,103.1308473,103.1422129,103.1343324,103.1342539,103.1416673,103.1405385,103.1365354,103.1433183,103.1382578,103.1402035,103.1451769,103.1351685,103.1407763,103.130545,103.1478568,103.1474401,103.1448494,103.1354532,103.13972,103.1301288,103.1357404,103.1181402,103.1176604,103.1066778,103.0999062,103.0935619,103.0870386,103.1059703,103.0958561,103.0909229,103.0779383,103.0930888,103.0791941,103.0596605,103.04509,103.0387914,103.0380442,103.0342745,103.0068666,103.0008659,103.0161237,103.0300593,103.0483849,103.0805261,103.1290558,103.157546,103.167448,103.1781009,103.160745,103.147421,103.1200986,103.1065784,103.1101413,103.1144868,103.1054484,103.0932687,103.0643361,103.0315972,103.067297,103.0478715
Georgia,106.2290864,106.2318753,106.2188509,106.2038376,106.2177953,106.2280664,106.2320963,106.2354466,106.2434605,106.245562,106.2295085,106.2343927,106.2446576,106.2388258,106.2303178,106.2232803,106.2390127,106.2333164,106.2371525,106.2245374,106.2197353,106.2141587,106.2047465,106.2054458,106.2138107,106.2144655,106.2002517,106.1891099,106.1784719,106.1687463,106.1773513,106.1812051,106.1807905,106.141948,106.1467967,106.1154171,106.1088129,106.1148465,106.1246745,106.1607315,106.2005873,106.3070557,106.6618706,107.9780785,109.6766469,110.9849868,111.4207725,111.401917,111.364382,111.3452371,111.3526582,111.383861,111.4193392,111.5014768,111.3832462,111.315765,110.9183979,110.1364219,109.0224649,108.1224807,108.0985676,108.141743,108.0033561,107.6916291,107.3656614,107.1221089
Germany,105.7404634,105.7665657,105.7713277,105.7698986,105.784891,105.7981679,105.8247866,105.8293397,105.8472266,105.8720638,105.8995397,105.8693195,105.9265602,105.855733,105.8941916,105.9786854,105.654527,105.6719159,105.7224164,105.798294,105.6222072,105.8598223,105.7491818,105.5677969,105.5933486,105.917789,105.6518213,105.949235,105.8450378,105.6230878,105.6822329,106.8083227,105.9819987,105.7335461,105.5821318,105.3207652,105.36264,105.8277638,105.7270261,105.442265,105.6066075,105.480177,105.3304249,105.5740182,105.7722763,105.5594047,105.6970218,105.554781,105.5017689,105.6800038,105.4275125,105.6635521,105.5354703,105.4452942,105.3901799,105.403689,105.6510028,105.5696278,105.2898459,105.2933931,105.1235672,105.2716717,105.3602631,105.3235449,105.3806574,105.3971043
Ghana,104.0112413,104.0090696,104.0058482,104.0011952,103.9997615,103.9991995,104.0058121,104.0192941,104.0229857,104.0361252,104.0406449,104.0439107,104.0680445,104.0645466,104.0488539,104.0339897,104.035735,104.0357427,104.051558,104.0657605,104.105967,104.1427782,104.1781581,104.2061317,104.2849659,104.3375716,104.4317991,104.5185244,104.5770444,104.6480817,104.5987659,104.5479971,104.5017445,104.4663694,104.4172953,104.3710481,104.3606908,104.3527905,104.3510421,104.3662645,104.362588,104.3528387,104.2966967,104.2314711,104.1450933,104.2015199,104.1761216,104.1614543,104.150765,104.1220667,104.1492692,104.1807463,104.1934537,104.1733194,104.1418742,104.0761343,104.0469811,104.026974,103.9973935,104.0188102,104.0185724,104.0181774,104.0097678,104.0117135,103.9659161,103.9741091
Greece,106.2426088,107.2253091,107.907442,108.1796969,108.2680047,108.2510409,107.9773686,107.6541673,107.4743154,107.312045,107.161599,107.1082208,106.7272088,106.6855864,106.7479718,106.9432111,106.9996137,106.8681341,106.6720917,106.8833134,106.9961639,106.9372998,106.893458,107.0270584,106.8703225,106.7842999,106.942714,106.8453135,107.2906013,107.4052916,107.4170422,107.4684016,107.4817152,107.5658516,107.4655186,107.3701954,107.1245439,106.8933475,106.6725519,106.4342813,106.2177354,106.3306919,106.7412629,106.6680883,106.7568593,106.7291048,106.2473204,106.3240989,106.368044,106.4249829,106.5068282,106.7521097,106.3861733,106.3997209,106.5857842,106.637848,106.615987,106.7133617,106.5471982,106.4722353,106.3644708,106.2951976,106.1808402,106.1199941,106.1038499,106.1569481
Grenada,103.2128149,103.1989345,103.1879195,103.1869318,103.180188,103.1678226,103.164587,103.1613398,103.1636608,103.1538544,103.1514326,103.1478461,103.1496165,103.1468492,103.1306498,103.1423331,103.1382335,103.1232492,103.1042897,103.0923219,103.0815877,103.0799686,103.0590459,103.0115299,102.9325454,102.8798409,102.8344442,102.8263947,102.8062511,102.8688147,102.8786781,102.8910113,102.8832413,102.8733379,102.856284,102.8285194,102.8154226,102.7940971,102.773728,102.8088693,102.8459728,102.8699879,102.9013906,102.9034733,102.917924,102.9568789,103.0048703,102.9964034,103.015011,103.0104917,103.0544875,103.0996413,103.1210995,103.1294589,103.1410804,103.1517966,103.1415457,103.1530633,103.166796,103.180358,103.1878795,103.1835659,103.1939402,103.2064292,103.2071915,103.202971
Guadeloupe,102.5973595,102.683253,102.7196581,102.6461851,102.667717,102.6895625,102.7643544,102.8480296,102.8880399,102.8753575,102.7686822,102.6146644,102.5012663,102.3720598,102.278975,102.1354173,101.9890572,102.0297705,102.1280452,102.163678,102.1297364,102.18163,102.2401491,102.2731709,102.3186389,102.337979,102.3570392,102.3567222,102.3650724,102.3635166,102.3478086,102.3822835,102.4463378,102.5620607,102.7064836,102.8363617,102.9185334,102.9807052,103.0543193,103.1104168,103.1795921,103.2475922,103.3374021,103.3525805,103.3567287,103.3663975,103.3818697,103.4117426,103.5430016,103.6281107,103.7844352,103.8280245,103.6826619,103.5633323,103.5021064,103.4678043,103.425998,103.3858794,103.3522566,103.3290259,103.3104023,103.2927317,103.2630436,103.2456117,103.232088,103.2104744
Guam,106.7588937,106.7291999,106.732733,106.7297405,106.7865047,106.8664169,106.9530745,107.0560755,107.1908089,107.3287217,107.3978419,107.4657754,107.4755772,107.504822,107.5148722,107.4984881,107.5021049,107.480031,107.4332841,107.4119563,107.3746385,107.3485762,107.2564864,107.1975832,107.1521256,107.0769024,107.1146156,107.1115885,107.119965,107.0432381,107.0270146,107.0124804,107.0403846,107.0575535,107.0797034,107.0986301,107.1226655,107.1089951,107.1124667,107.1576876,107.2170596,107.2925146,107.3324203,107.4126848,107.4161877,107.4359609,107.4732929,107.5575962,107.5823676,107.535161,107.4664871,107.4575217,107.4255756,107.3826205,107.3701778,107.3632909,107.3442767,107.3269083,107.309818,107.3008173,107.30455,107.314089,107.30619,107.2912343,107.2951515,107.2987134
Guatemala,104.5667296,104.6117052,104.6635002,104.6472144,104.6972408,104.7957542,104.8088607,104.9275561,105.0013402,105.060234,105.0834873,105.0368588,104.9386408,104.857489,104.8220668,104.8934423,104.8398175,104.8019244,104.6951827,104.589708,104.5516845,104.5056,104.3878089,104.3253409,104.3090444,104.2935538,104.3514767,104.3740879,104.2917972,104.1579264,104.0307359,103.891329,103.9751127,104.0560735,104.0491049,104.1695094,104.1634645,104.1049431,103.9907566,104.0178575,104.0305172,103.9659132,103.9011603,103.7662108,103.5653433,103.5165921,103.4868697,103.413285,103.3552798,103.3397039,103.3132218,103.2858559,103.2807111,103.1741875,103.1528843,103.1248654,103.1764637,103.2534632,103.3156917,103.3511134,103.4017817,103.510302,103.5914759,103.6799285,103.7359923,103.811164
Guinea,104.0324362,104.0359018,104.0371957,104.0402152,104.0383753,104.0321174,104.0463641,104.0507819,104.0478466,104.0542887,104.0612723,104.0609895,104.0733481,104.0730037,104.0838715,104.0760714,104.080905,104.0740765,104.0817212,104.081271,104.0870377,104.1054633,104.1078283,104.1205457,104.1323419,104.1407852,104.1563079,104.1721818,104.1855008,104.2062305,104.2357962,104.2506606,104.2674025,104.2965401,104.3317178,104.3031674,104.2826575,104.2391599,104.2452835,104.2420013,104.2570203,104.3094395,104.3764946,104.4477881,104.5591239,104.6245459,104.6458778,104.6808869,104.6620256,104.6473874,104.5900146,104.5177181,104.4449572,104.3828969,104.3171744,104.2773387,104.2354718,104.2256257,104.2328031,104.2034013,104.1863485,104.2200925,104.2317613,104.2175682,104.2100235,104.1626757
Guinea-Bissau,103.4859567,103.4940099,103.4829812,103.4996094,103.4987241,103.4949876,103.4900796,103.4938403,103.4978737,103.4977093,103.4959271,103.4993414,103.4933801,103.4786072,103.4735943,103.487962,103.4910412,103.4930797,103.4813768,103.4969284,103.4932498,103.4971478,103.4914937,103.4923116,103.4954629,103.4992668,103.5030693,103.505889,103.502918,103.5017209,103.5174609,103.5153003,103.5080666,103.5135008,103.5108189,103.5104823,103.5166569,103.5295737,103.5151792,103.5176453,103.5163513,103.5404614,103.53271,103.542963,103.549843,103.5666838,103.5766154,103.606207,103.6515487,103.6924309,103.7342063,103.7306272,103.7480259,103.749086,103.7483479,103.7411181,103.7256775,103.7036317,103.6645975,103.6322958,103.6215408,103.6093926,103.6273625,103.623119,103.6091587,103.5956284
Guyana,103.7943128,103.7909995,103.7792689,103.7602004,103.7561151,103.742635,103.7398622,103.7409615,103.7398656,103.7450931,103.7241012,103.7256749,103.7337916,103.7426282,103.7521384,103.7723559,103.791838,103.8122603,103.8244296,103.8064701,103.7869377,103.5713543,103.3543435,103.2016276,102.9521126,102.8308161,102.825044,102.9227913,103.0213905,103.1033182,103.1824859,103.2445359,103.3067979,103.3656755,103.410092,103.4585153,103.4930561,103.5401084,103.5747598,103.5972659,103.6698883,103.7499603,103.8297921,103.8948617,103.9669702,104.0448549,104.0654798,104.1173811,104.1667556,104.2128244,104.2510392,104.3204562,104.3608984,104.4004488,104.4599647,104.5068565,104.5577982,104.6175311,104.6977624,104.6609743,104.5415926,104.4238256,104.233867,104.2015664,104.1611115,104.135092
Haiti,103.144071,103.1449185,103.1400722,103.1368587,103.1408682,103.1303463,103.1231674,103.1267438,103.1185857,103.1163431,103.1156653,103.1067407,103.0958318,103.0872903,103.0841475,103.0785895,103.0792051,103.0831601,103.0790749,103.0715052,103.0721335,103.0607189,103.0665942,103.056782,103.0651761,103.0669496,103.0705118,103.0373008,103.001987,102.9413173,102.8903943,102.8416768,102.7894887,102.7143031,102.7032797,102.6901892,102.6547916,102.6212433,102.601755,102.6179767,102.6248071,102.6196981,102.5952279,102.5642905,102.5867792,102.6007671,102.5987083,102.6038003,102.6341691,102.6460855,102.7112035,102.7422445,102.7732794,102.8989161,103.0006349,103.0948768,103.1783198,103.220115,103.2242372,103.2168243,103.1995587,103.1843828,103.1625252,103.1268678,103.0964232,103.0841483
Honduras,104.9188854,104.9217364,104.9131637,104.9156439,104.9220008,104.9187401,104.9170066,104.9200446,104.9243701,104.9274471,104.9099294,104.9090684,104.903403,104.8979763,104.8944611,104.9027481,104.8991819,104.8875539,104.8895623,104.8764766,104.8738103,104.8839385,104.886926,104.8810562,104.8860016,104.8883948,104.8870262,104.8839812,104.8831391,104.8830382,104.8845839,104.8698841,104.861399,104.8604924,104.8419143,104.8221062,104.8162499,104.8878988,104.947653,105.0068444,105.0548366,105.0599343,105.007231,104.9911773,104.9872918,105.0486614,105.1091892,105.1447648,105.1892999,105.2470566,105.3030728,105.3787533,105.4513148,105.4974213,105.5000921,105.5148101,105.5313845,105.5490681,105.5140348,105.4735981,105.4659245,105.4637402,105.4116192,105.3648154,105.3199497,105.2718339
Hong Kong,109.8338348,109.7213954,109.44878,109.2621362,108.9310985,108.8414436,108.5292679,108.718838,108.4793908,108.0465397,107.4993533,107.3980544,107.367431,107.3292082,107.2874503,107.2370569,107.1766033,107.1100875,107.0302227,106.953189,106.8511511,106.7324766,106.7504624,106.7703661,106.8706398,107.2602235,107.2730118,107.0651657,106.9084619,106.8357132,106.7283611,106.4970255,106.4403888,106.4494981,106.5933424,106.6258377,106.6345818,106.6965219,106.9384098,107.0662577,107.1741077,107.1757592,107.3455469,107.5603994,107.7558166,107.7874252,107.8899193,108.2744813,108.523912,108.5543732,108.5723791,108.4272416,108.1763412,108.2035865,108.5880641,109.7579878,111.0892956,112.3393808,113.6526947,114.8211066,115.413814,115.6724277,113.856378,109.5790345,107.846518,107.7824837
Hungary,107.2302111,106.7164231,106.7540635,107.0073943,107.3359282,107.242335,107.2354764,107.42951,107.3094432,107.0200801,107.0579958,107.0152111,106.8839438,106.8372171,106.9041015,106.8270297,106.9067973,106.8304759,106.7569818,106.8780888,106.7336003,106.6274881,106.7171677,106.514453,106.1937196,105.980201,105.8076758,105.5587901,105.4998934,105.2493497,105.0646106,104.9622434,105.2210618,105.0185886,104.9622236,105.0984258,105.0466363,105.2041579,105.2517546,105.2200053,105.0657128,105.1582706,105.3788996,105.4969535,105.6735735,105.8102529,106.0370001,106.2483909,106.149526,106.2716553,106.1901592,106.1504429,106.0066819,106.0324965,105.8247134,105.8164687,105.5185381,105.4400301,105.4646777,105.5966477,105.669912,105.9437266,106.079945,105.8793971,105.7497732,105.7756854
Iceland,105.9024076,105.8719765,105.9433061,105.9401096,105.9177991,105.8548816,105.8554752,105.8303883,105.7495552,105.7339201,105.6748222,105.5948363,105.5101269,105.433594,105.3565389,105.4106372,105.4176846,105.4481517,105.4942727,105.4833649,105.5242969,105.5693074,105.5842487,105.6215983,105.6144927,105.603491,105.5799565,105.5327965,105.4946208,105.4846259,105.4882683,105.5107454,105.4642227,105.3817531,105.3546103,105.3081613,105.3685618,105.4492744,105.4361324,105.3467697,105.3453075,105.3573432,105.3167575,105.2504963,105.2510162,105.2250699,105.1494407,105.0811098,104.9645285,104.8522445,104.8419389,104.8408789,104.8408835,104.8467268,104.8737686,104.883243,104.8914991,104.9092106,104.8841094,104.8649714,104.8653243,104.8481703,104.7628737,104.6875863,104.7338464,104.7582579
India,105.3561187,105.3776685,105.3771575,105.3725112,105.3749787,105.3881732,105.3890745,105.396101,105.4074133,105.4114474,105.4216282,105.4274181,105.4369193,105.4351826,105.4520663,105.4743117,105.485397,105.5048328,105.5301856,105.5495946,105.5736463,105.6163053,105.6724488,105.7320562,105.8797666,106.0629855,106.3241955,106.5423146,106.8000347,107.1722183,107.6375556,108.0410795,108.351874,108.653175,108.8732976,108.9159894,108.990644,109.17966,109.2704595,109.2671073,109.5829636,110.0868121,110.5057279,110.9022835,111.2323204,111.3194206,111.1389896,111.0471477,111.0725597,111.1420102,111.2685618,111.225238,111.2106621,111.2661111,111.0617544,110.7343665,110.3894128,110.1313952,109.9372851,109.6780802,109.8055008,109.8731874,109.8564053,109.9081988,110.0587535,110.117163
Indonesia,105.8451571,105.8111273,105.78388,105.7621752,105.7335317,105.7017524,105.6445289,105.625951,105.6126375,105.5978619,105.6107187,105.6066225,105.6195959,105.6177019,105.5959898,105.576366,105.5446016,105.5020825,105.5066419,105.5039226,105.4981789,105.5045142,105.5392029,105.5515316,105.6079492,105.6573435,105.7905815,105.9023512,106.0089942,106.1325011,106.2666598,106.4194134,106.5757964,106.7259603,106.8089549,106.8500722,106.8398631,106.9253678,106.974887,106.9381276,106.914359,106.9109536,106.8561571,106.7354872,106.6059862,106.5087482,106.4092812,106.3448059,106.3359225,106.3433593,106.2969561,106.3083785,106.2773847,106.2203568,106.1727102,106.1056116,106.055327,105.9970116,105.9544479,105.9087009,105.9120153,105.9198354,105.9299485,105.9407035,105.9524577,105.9658274
Iran,105.4258446,105.4786051,105.5386612,105.6073151,105.691125,105.7773506,105.8837438,105.986303,106.1036555,106.2252934,106.3736321,106.53053,106.7078804,106.9056828,107.1188169,107.3709029,107.182412,106.8178475,106.1551213,105.7147888,105.8625584,106.1093644,106.2908095,106.5796025,106.7156297,106.5182413,106.0580542,105.4645673,104.6516519,103.6650859,102.3742535,101.4006183,100.9247162,100.7398685,100.7648955,100.9458243,101.0793382,101.2767026,101.7601781,102.2831585,102.6844203,102.9164388,103.129746,103.3211382,103.4999786,103.6661784,103.8051788,103.9172913,103.9985533,104.1307604,104.2541275,104.2858155,104.3546599,104.4390919,104.5567446,104.6628955,104.7984797,104.8767414,104.977115,105.0546874,105.0970999,105.1638398,105.2299922,105.3046601,105.3453798,105.3386656
Iraq,105.2009949,105.1947745,105.1890998,105.206034,105.1967536,105.1987196,105.1915735,105.2125382,105.2059518,105.199949,105.2131481,105.2056491,105.2046842,105.2198821,105.204009,105.2087236,105.2045851,105.2067359,105.2029991,105.2157562,105.2249596,105.2195164,105.2132884,105.2321498,105.2274625,105.2288599,105.2270928,105.22508,105.230445,105.2461833,105.2390758,105.2445626,105.2342341,105.2170395,105.2180881,105.2074708,105.2026686,105.2065381,105.2034868,105.1833722,105.1559698,105.1362791,105.1199129,105.1306118,105.1468965,105.1979497,105.2346343,105.2545863,105.2549814,105.3038751,105.3365138,105.3873624,105.4337602,105.4739703,105.4634698,105.4303594,105.4078523,105.4114188,105.4195484,105.4141641,105.389586,105.3618884,105.3456844,105.3339236,105.3184792,105.3134673
Ireland,105.7787464,105.6196325,105.4526377,105.5080318,105.3801064,105.2393601,105.2616748,105.1236768,105.0602902,104.9742071,105.0869441,105.1650352,105.2105353,105.2798409,105.2753247,105.4291873,105.8235513,105.9388865,105.9025721,105.7415535,105.850027,105.9216673,105.9938876,105.8992167,105.8573035,105.8283988,105.8197987,105.7507025,105.5274381,105.7960679,105.9697082,105.9176565,105.9051939,106.1995768,106.3789633,106.2655253,106.2776605,106.097176,106.1608503,106.2711514,106.4753147,106.3668023,106.3509129,106.3744958,106.4951943,106.5159,106.5547506,106.2850374,106.2243504,106.0789181,105.8696094,105.6482815,105.4951583,105.4008162,105.4839778,105.3335206,105.1005488,104.6046224,104.8775901,104.8854864,104.8090908,104.8345641,104.8503352,104.8425804,104.842543,104.8357168
Israel,106.1885811,106.2499797,106.3039248,106.3741814,106.6962255,106.8749284,106.8721836,106.6716523,106.5367735,106.4068543,106.1891101,106.1844932,106.2497184,106.3575269,106.4239579,106.375398,106.1598265,106.1270113,106.0435325,105.9057118,105.842585,105.5616242,105.5792625,105.5620351,105.6343594,105.4839143,105.4835807,105.5066937,105.3455694,105.2727991,104.8661184,105.2436844,105.4238121,105.6914056,105.8031355,105.4782749,105.2990663,105.1462831,105.2821333,105.2756084,105.3306155,105.3790357,105.5850751,105.6645143,105.6717378,105.670383,105.7624095,105.7590239,105.7351326,105.7523965,105.7054575,105.5365848,105.2658693,105.3484309,105.5418216,105.5334103,105.4451821,105.2912955,105.0726646,105.0764682,105.2474085,105.1821593,105.2446849,105.6069832,105.7602944,105.781097
Italy,105.7448078,105.4127545,105.5396021,105.6635854,105.2323705,105.3787374,105.3779938,105.4534749,105.4741767,105.7250497,105.5659428,105.4749672,105.3584424,105.425904,105.6371706,105.5861507,105.3931154,105.3596965,105.5030397,105.5392163,105.8105653,105.8870089,106.2799726,106.0561838,106.0431295,106.0990069,106.1856733,105.9870702,106.0378478,106.1977352,106.5574326,106.0078351,105.9359219,106.0507283,105.9914142,105.9242383,106.2522211,106.449377,106.3482958,106.2205486,106.1904412,106.3242337,106.5161567,106.5824636,106.6105744,106.4417757,106.2897744,106.0774445,106.1021892,105.9508064,106.1578084,105.8804965,105.7363538,105.7287462,105.7782637,106.2533089,106.2626027,106.0702005,105.7833196,105.9420833,105.9001326,105.8622165,105.8194933,105.7771498,105.8995738,105.9524011
Jamaica,103.2022594,103.1345004,103.0686642,102.993512,102.9929922,103.1199543,103.1109437,103.0246755,103.04877,102.9565776,102.9900089,103.0059638,103.027484,103.2063362,103.3229814,103.4076646,103.4914272,103.5659345,103.6378563,103.7186009,103.7932106,103.8496181,103.9000096,103.9590736,104.0164539,104.0722764,104.1446706,104.1965739,104.2841375,104.3846112,104.3361427,104.2903457,104.2434551,104.2222056,104.210865,104.211055,104.2312974,104.1817114,104.1161717,104.0754641,104.026428,104.0003001,103.9895963,103.9811573,103.946477,103.9201559,103.9003452,103.8678349,103.8284117,103.7955968,103.7255457,103.7884903,103.9176213,103.9130194,103.8799141,103.8307304,103.8134638,103.78409,103.7814289,103.7821274,103.764725,103.7641387,103.7625662,103.7573932,103.7534209,103.7478744
Japan,105.8458299,105.0371254,105.1451462,105.2342818,105.9717737,105.7626353,105.7314087,105.6834453,105.5104771,105.6821502,105.6102602,105.883698,106.0126714,105.7126505,105.7972872,105.5741784,107.0272554,105.6960989,106.947597,107.1744882,107.0842315,106.7279565,106.4947571,106.2505108,106.3600593,106.1704754,106.1760815,106.0711116,106.0131012,106.1302403,105.9948763,105.8522555,105.5400374,105.6424985,105.489056,105.6208908,105.8474258,105.7824993,105.6273203,105.6214595,105.5142279,105.7127848,105.8972948,105.6151594,105.5306437,105.2973147,105.5194768,105.2799527,105.4126576,105.5655674,105.7392613,105.5393469,105.6168425,105.4564808,105.2945591,105.3187066,105.3434365,105.5322797,105.3181534,105.4105952,105.6782399,105.5229405,105.366555,105.2081076,105.5297004,105.48319
Jordan,105.2033787,105.2294698,105.2951305,105.3355729,105.3905399,105.4555011,105.5168132,105.582982,105.6785891,105.7585357,105.8614925,105.9659162,106.0954359,106.2311322,106.3897468,106.5748451,106.7590283,106.9744784,107.2136228,107.4604713,107.760071,108.0891049,108.2325618,108.2219952,108.0998347,107.9883628,107.7924893,107.4219629,106.8208453,106.5320069,106.3719368,106.2326027,106.1226864,106.0196256,105.9272114,106.2274207,105.8323537,105.6616637,105.5434969,105.2755669,105.4101566,105.4484862,105.3419876,105.1742724,104.8496476,104.7638578,104.7395502,104.7747328,104.74578,104.7568326,104.8186922,104.7699356,104.6951286,104.4377261,104.2645835,104.1828507,104.2329305,104.3278322,104.4503543,104.5857865,104.7832896,104.9699633,105.0037281,105.0038789,105.0338235,105.0642471
Kazakhstan,106.0161128,106.0140976,106.0209583,106.0150736,106.0111703,106.0052083,106.0036307,105.9899351,106.0031975,106.001572,105.9907739,105.9885157,105.9841368,105.9987476,105.9841076,105.9912457,105.9838202,105.9734014,105.9471424,105.9611287,105.9612742,105.965859,105.9609009,105.9391323,105.9281889,105.9213596,105.910304,105.8954035,105.8831189,105.8669873,105.8428094,105.8381675,105.8446674,105.8443132,105.8587823,105.8929458,105.9252925,105.9524504,105.8640385,105.8328676,105.8296148,105.821725,105.9374447,106.1006548,106.2246532,106.2147529,106.1886348,106.1465414,106.1713054,106.0980816,105.9182926,105.8542789,105.75521,105.8324713,105.876675,105.8946098,105.9121518,105.942891,105.9932385,106.0732904,106.0736702,106.0778561,106.0572587,106.1172528,106.1140212,106.108456
Kenya,102.0791405,102.0682807,102.0765581,102.054936,102.034699,102.0172579,102.017396,101.9963787,101.9959115,101.9741442,101.9391533,101.9461342,101.9533404,101.9513376,101.9661309,101.9838141,101.990455,101.9872702,101.9808439,102.0086732,101.9975968,102.0040873,101.9992525,101.9592717,101.9101871,101.8666202,101.8421233,101.8029214,101.7377189,101.7231154,101.6950402,101.684797,101.6529065,101.5965416,101.5285074,101.4990019,101.5345553,101.5418815,101.5420465,101.5549337,101.5998399,101.6892451,101.7293468,101.7619603,101.7836376,101.7760147,101.7367789,101.752497,101.7505464,101.7872188,101.8167383,101.8513144,101.8401382,101.8145987,101.8575432,101.9066178,101.8922104,101.9223243,102.0099926,102.049486,102.0902895,102.1670791,102.1696935,102.1712744,102.1663517,102.1585734
Kiribati,106.7425489,106.7384899,106.7290407,106.7164601,106.720673,106.7278419,106.7048051,106.7031985,106.7047977,106.6981183,106.7112158,106.7171782,106.7131688,106.7048198,106.7015682,106.7130151,106.6996077,106.7123866,106.7036222,106.7142888,106.7020702,106.7184398,106.7070713,106.7261413,106.7165706,106.718415,106.7195491,106.7235797,106.7339246,106.7357634,106.7411595,106.7444812,106.7522879,106.7384348,106.743868,106.7395673,106.7327455,106.7299834,106.7251982,106.7241565,106.7252596,106.7241609,106.7261536,106.7255057,106.7196938,106.716887,106.7080168,106.7070306,106.7155146,106.7094639,106.7250063,106.7154105,106.7173083,106.7250014,106.7455528,106.7389532,106.7266435,106.7308406,106.7345356,106.7338642,106.7383668,106.7297117,106.7401839,106.746886,106.7314191,106.7329714
Kuwait,104.5075478,104.521128,104.5393386,104.5514138,104.5611764,104.5680533,104.5934063,104.6301507,104.652774,104.6900953,104.7249724,104.8562873,104.9164036,104.8182387,104.708527,104.4950344,104.2685062,103.9586346,103.8114232,103.5651683,103.5049304,103.5012648,103.6803052,103.6368827,103.61308,103.6927342,103.6839267,103.6219147,103.5512214,103.5851426,103.5250728,103.4911608,103.5768277,103.5172336,103.4346335,103.4093001,103.4516441,103.5713537,103.8344063,104.0017246,104.0878006,104.1658768,104.2519764,104.329053,104.3717464,104.3415713,104.4138053,104.3842755,104.2537279,104.2726166,104.1632315,104.0912208,104.0975349,104.1640359,104.26734,104.2273759,104.294298,104.3801375,104.3278036,104.1978809,104.3043434,104.391964,104.5891529,104.8227927,104.8375516,104.6834278
Kyrgyzstan,105.5202192,105.5139696,105.5092266,105.503884,105.4907517,105.486642,105.4787511,105.461237,105.4484555,105.4450083,105.4332579,105.4207098,105.4104369,105.404239,105.3916697,105.3725446,105.3460036,105.329075,105.2905235,105.2599552,105.2363565,105.2047628,105.1779842,105.1292279,105.0760606,105.0309473,104.9671938,104.9136233,104.8371546,104.760054,104.6737678,104.6522641,104.6136274,104.5237739,104.4143032,104.288642,104.3208063,104.3890658,104.7017039,105.0139398,105.2434007,105.3991299,105.4793312,105.5869647,105.805714,105.9271049,106.0327072,105.97937,105.758448,105.5625706,105.406894,105.3740426,105.3627532,105.5531026,105.6749499,105.7295664,105.7444355,105.8066463,105.8805943,105.8207885,105.7151421,105.7256635,105.7933898,105.9007011,106.002468,106.0942764
Laos,105.44154,105.4529357,105.4461017,105.4373649,105.4358005,105.4295839,105.4164531,105.4148637,105.4131174,105.4146791,105.4134385,105.422749,105.4216691,105.4212373,105.4324495,105.4408017,105.4280494,105.4282199,105.4267648,105.432217,105.4280745,105.4196296,105.4338437,105.4328161,105.4309947,105.4195105,105.4083814,105.4127781,105.4063273,105.3939552,105.4005949,105.3847745,105.3837863,105.3840386,105.3731202,105.350702,105.3273181,105.3208349,105.3195617,105.2960726,105.2841051,105.2681569,105.2420919,105.2314131,105.2143155,105.2086922,105.1990325,105.1321634,105.1006168,105.0833748,105.0838045,105.0478025,105.0118359,104.9386648,104.8925337,104.9054272,104.9085934,104.9285436,104.9349886,104.9731408,105.0504471,105.1441547,105.1969684,105.2159578,105.2495843,105.2611177
